Unnamed: 0,question,numbers,equation,digit_answer,group_nums,body,ques,type,variation type,id,result
94,"Each chocolate bar in a box cost number0 . If a box had number1 bars total and Emily sold all but number2 bars , how much money would she have made ?","[4,8,3]","[*,number0,-,number1,number2]",20.0,"[7,8,9,13,14,15,21,22,23,29,30,31]","Each chocolate bar in a box cost number0 . If a box had number1 bars total and Emily sold all but number2 bars ,",how much money would she have made ?,,[],366,"To find out how much money Emily would have made, we need to calculate the total cost of the chocolate bars she sold.

The cost of each chocolate bar is $4, and she sold all but 3 bars. 

To calculate the total cost of the bars she sold, we can subtract the number of bars she didn't sell (3) from the total number of bars (8) and then multiply that by the cost of each bar ($4).

So, the calculation would be: (8 - 3) * 4.

Simplifying this calculation, we have: 5 * 4.

Therefore, Emily would have made $20.

#### 20"
95,"There school 's baseball team had number0 new players and number1 returning players . If the coach put them into groups with number2 players in each group , how many groups would there be ?","[31,4,7]","[/,+,number0,number1,number2]",5.0,"[5,6,7,9,10,11,21,22,23,31,32,33]","There school 's baseball team had number0 new players and number1 returning players . If the coach put them into groups with number2 players in each group ,",how many groups would there be ?,,[],369,"To find the number of groups, we need to divide the total number of players by the number of players in each group.

The total number of players is the sum of the new players and the returning players: 31 + 4 = 35.

To find the number of groups, we divide the total number of players by the number of players in each group: 35 ÷ 7 = 5.

Therefore, there would be 5 groups. 

#### 5"
96,Joan has number0 books . Tom has number1 books . How many books do they have together ?,"[10,38]","[+,number0,number1]",48.0,"[1,2,3,6,7,8,14,15,16]",Joan has number0 books . Tom has number1 books .,How many books do they have together ?,,[],371,"To find the total number of books Joan and Tom have together, we need to add the number of books each of them has.

Joan has 10 books and Tom has 38 books.

So, the total number of books they have together is $10 + 38$.

Calculating this, we get $48$.

Therefore, Joan and Tom have a total of 48 books together.

#### 48"
99,There are number0 pencils and number1 crayons in the drawer . Dan took number2 pencils from the drawer . How many pencils are now in the drawer ?,"[34,49,22]","[-,number0,number2]",12.0,"[1,2,3,4,5,6,12,13,14,24,25,26]",There are number0 pencils and number1 crayons in the drawer . Dan took number2 pencils from the drawer .,How many pencils are now in the drawer ?,,[],379,"To find the number of pencils remaining in the drawer, we need to subtract the number of pencils Dan took from the total number of pencils in the drawer.

Total number of pencils in the drawer = 34
Number of pencils Dan took = 22

To find the number of pencils remaining, we subtract the number of pencils Dan took from the total number of pencils in the drawer:

34 - 22 = 12

Therefore, there are 12 pencils now in the drawer.

#### 12"
100,There are number0 pencils in the drawer . Sara placed number1 more pencils in the drawer . How many pencils are now there in all ?,"[115,100]","[+,number0,number1]",215.0,"[1,2,3,9,10,11,24,25,26]",There are number0 pencils in the drawer . Sara placed number1 more pencils in the drawer .,How many pencils are now there in all ?,,[],380,"To find the total number of pencils in the drawer after Sara placed 100 more pencils, we need to add the initial number of pencils (115) to the additional number of pencils (100).

$ 115 + 100 = 215 $

Therefore, there are now 215 pencils in all. 

#### 215"
101,"Keith grew number0 cantelopes , Fred grew number1 cantelopes , and Jason grew number2 cantelopes . How many cantelopes did they grow in total ?","[29,16,20]","[+,+,number0,number1,number2]",65.0,"[1,2,3,6,7,8,14,15,16,23,24,25]","Keith grew number0 cantelopes , Fred grew number1 cantelopes , and Jason grew number2 cantelopes .",How many cantelopes did they grow in total ?,,[],388,"To find the total number of cantelopes they grew, we need to add the number of cantelopes each person grew.

Keith grew 29 cantelopes.
Fred grew 16 cantelopes.
Jason grew 20 cantelopes.

To find the total, we add these numbers together:

$29 + 16 + 20 = 65$

Therefore, they grew a total of 65 cantelopes.
####65"
108,"John made number0 dollars mowing lawns and number1 dollars weed eating . If he only spent number2 dollar a week , how long would the money last him ?","[6,18,3]","[/,+,number0,number1,number2]",8.0,"[1,2,3,6,7,8,15,16,17,25,26,27]","John made number0 dollars mowing lawns and number1 dollars weed eating . If he only spent number2 dollar a week ,",how long would the money last him ?,,[],404,"To find out how long the money would last John, we need to divide the total amount of money he made by the amount he spends per week.

First, let's calculate the total amount of money John made by adding the money he made mowing lawns and weed eating: $6 + 18 = 24.

Next, we divide the total amount of money by the amount he spends per week: $24 / 3 = 8.

Therefore, the money would last John for 8 weeks.

#### 8"
113,Alyssa has number0 books . Nancy has number1 times more books than Alyssa . How many books does Nancy have ?,"[36,7]","[*,number0,number1]",252.0,"[1,2,3,6,7,8,19,20,21]",Alyssa has number0 books . Nancy has number1 times more books than Alyssa .,How many books does Nancy have ?,,[],425,"Let's start by finding out how many books Nancy has compared to Alyssa. We know that Nancy has 7 times more books than Alyssa, so we can calculate this by multiplying the number of books Alyssa has by 7. 

To find out how many books Nancy has, we can use the following equation:

Nancy's books = Alyssa's books * 7

Substituting the given values, we have:

Nancy's books = 36 * 7

Now we can calculate the answer:

Nancy's books = 252

Therefore, Nancy has 252 books."
118,"Jane ’ s dad brought home number0 marble potatoes . If Jane ’ s mom made potato salad for lunch and served an equal amount of potatoes to Jane , herself and her husband , how many potatoes did each of them have ?",[24],"[/,number0,3.0]",8,"[4,5,6,7,5,6,7,8,5,6,7,8]","Jane ’ s dad brought home number0 marble potatoes . If Jane ’ s mom made potato salad for lunch and served an equal amount of potatoes to Jane , herself and her husband ,",how many potatoes did each of them have ?,,[],433,"To find out how many potatoes each of them had, we need to divide the total number of potatoes (24) by the number of people (3: Jane, her mom, and her dad) who will be sharing the potatoes equally.

Let's set up the equation:

$ \text{Total number of potatoes} = \text{Number of people} \times \text{Potatoes per person} $

We know that the total number of potatoes is 24 and the number of people is 3. We need to find the ""Potatoes per person.""

Let's solve for ""Potatoes per person"":

$ 24 = 3 \times \text{Potatoes per person} $

To isolate ""Potatoes per person,"" we divide both sides of the equation by 3:

$ \frac{24}{3} = \frac{3 \times \text{Potatoes per person}}{3} $

Simplifying:

$ 8 = \text{Potatoes per person} $

So each person will have 8 potatoes.

#### Answer: Each of them will have 8 potatoes."
119,Sally grew number0 turnips and number1 pumpkins . Mary grew number2 turnips . How many turnips did they grow in total ?,"[113,118,129]","[+,number0,number2]",242,"[1,2,3,4,5,6,9,10,11,18,19,20]",Sally grew number0 turnips and number1 pumpkins . Mary grew number2 turnips .,How many turnips did they grow in total ?,,[],437,"To find the total number of turnips that Sally and Mary grew, we need to add the number of turnips each of them grew.

Sally grew 113 turnips and Mary grew 129 turnips.

So, the total number of turnips they grew is $113 + 129$.

Calculating this sum, we get $242$.

#### The total number of turnips they grew is 242."
125,"In a bag there are number0 red marbles , number1 blue marbles , and number2 green marbles . What percent of the marbles are green ?","[13,5,7]","[*,/,number2,+,+,number0,number1,number2,100.0]",28,"[4,5,6,8,9,10,13,14,15,22,23,24]","In a bag there are number0 red marbles , number1 blue marbles , and number2 green marbles .",What percent of the marbles are green ?,,[],471,"To find the percentage of green marbles, we need to divide the number of green marbles by the total number of marbles and then multiply by 100.

The total number of marbles is the sum of red, blue, and green marbles:
$13 + 5 + 7 = 25$

Now, let's calculate the percentage of green marbles:
$(7/25) * 100 = 28$

Therefore, 28% of the marbles are green.

####28"
127,"A magician was selling magic card decks for number0 dollars each . If he started with number1 decks and by the end of the day he had number2 left , how much money did he earn ?","[9,12,7]","[*,number0,-,number1,number2]",45,"[7,8,9,15,16,17,26,27,28,33,34,35]","A magician was selling magic card decks for number0 dollars each . If he started with number1 decks and by the end of the day he had number2 left ,",how much money did he earn ?,,[],485,"To find out how much money the magician earned, we need to calculate the total cost of the decks he sold.

The magician started with 12 decks and ended with 7 decks left. Therefore, he sold 12 - 7 = 5 decks.

Each deck was sold for $9, so the total amount of money earned is 5 * $9 = $45.

#### The magician earned $45."
