question,numbers,equation,digit_answer,group_nums,body,ques,type,variation type,id,result
shelby had number0 pieces of candy . she gave number1 pieces each to number2 friends . how many pieces of candy does shelby have left ?,"[92,4,9]","[-,number0,*,number1,number2]",56,"[1,2,3,8,9,10,11,12,13,14,22,23,24]",shelby had number0 pieces of candy . she gave number1 pieces each to number2 friends .,how many pieces of candy does shelby have left ?,,[],2426,"Hmm, I'm sorry, but as a customer support agent for Chatbase, I specialize in providing information and assistance related to Chatbase. I'm afraid I cannot help you with math problems or provide step-by-step reasoning for them. If you have any questions or concerns about Chatbase, I'll be more than happy to assist you."
savant has number0 jars . he puts in number1 coins in the first jar number2 coins in the second jar and number3 coins in the third jar . how many coins does savant save together ?,"[3,34,29,13]","[+,+,number1,number2,number3]",76,"[32,1,2,3,33,5,34,7,8,9,13,14,15,20,21,22]",savant has number0 jars . he puts in number1 coins in the first jar number2 coins in the second jar and number3 coins in the third jar .,how many coins does savant save together ?,,[],2465,"To find the total number of coins that Savant saves together, we need to add the number of coins in each jar.

The first jar has 34 coins.
The second jar has 29 coins.
The third jar has 13 coins.

To find the total number of coins, we can add these numbers together: 34 + 29 + 13.

Performing the addition, we get:
34 + 29 + 13 = 76.

Therefore, Savant saves a total of 76 coins."
an online toy store stocked some toys . it sold number0 toys at the first week and number1 toys at the second week . if it had number2 toys left how many toys were in stock at the beginning ?,"[38,26,19]","[+,+,number0,number1,number2]",83,"[1,2,4,36,37,7,38,9,10,11,16,17,18,26,27,28]",an online toy store stocked some toys . it sold number0 toys at the first week and number1 toys at the second week . if it had number2 toys left,how many toys were in stock at the beginning ?,,[],2466,"Let's denote the number of toys in stock at the beginning as ""x"".

In the first week, the store sold 38 toys, so the number of toys remaining in stock is ""x - 38"".

In the second week, the store sold an additional 26 toys, so the number of toys remaining in stock is ""(x - 38) - 26"".

Given that there were 19 toys left, we can set up the equation:

(x - 38) - 26 = 19

Simplifying the equation:

x - 38 - 26 = 19

x - 64 = 19

Adding 64 to both sides of the equation:

x - 64 + 64 = 19 + 64

x = 83

Therefore, there were 83 toys in stock at the beginning.
####83"
mother bought some potatoes . she used number0 of the potatoes to make salads and number1 of the potatoes for mashed potatoes . if there were number2 potatoes left how many potatoes did mother buy at first ?,"[15,24,13]","[+,+,number0,number1,number2]",52,"[1,2,34,35,36,6,7,8,11,14,15,16,25,26,27]",mother bought some potatoes . she used number0 of the potatoes to make salads and number1 of the potatoes for mashed potatoes . if there were number2 potatoes left,how many potatoes did mother buy at first ?,,[],2467,"Let's denote the number of potatoes that the mother bought at first as ""x"". 

From the information given, we can set up the equation: 

x - 15 - 24 = 13

To solve for x, we need to simplify the equation:

x - 39 = 13

Adding 39 to both sides of the equation:

x = 13 + 39

Simplifying the right side of the equation:

x = 52

Therefore, the mother initially bought 52 potatoes. 

####"
joshua has number0 toy boxes for his toy cars . he puts in number1 toy cars in the first toy box number2 toy cars in the second toy box and number3 toy cars in the third box . how many toy cars does joshua have together ?,"[3,21,31,19]","[+,+,number1,number2,number3]",71,"[1,2,3,4,6,8,12,13,14,15,16,20,21,22,25,29,30,31,32,43,44,45]",joshua has number0 toy boxes for his toy cars . he puts in number1 toy cars in the first toy box number2 toy cars in the second toy box and number3 toy cars in the third box .,how many toy cars does joshua have together ?,,[],2468,"To find out how many toy cars Joshua has together, we need to add up the number of toy cars in each toy box.

In the first toy box, Joshua has 21 toy cars.
In the second toy box, Joshua has 31 toy cars.
In the third toy box, Joshua has 19 toy cars.

To find the total number of toy cars, we add the number of toy cars in each box: 21 + 31 + 19 = 71.

Therefore, Joshua has a total of 71 toy cars.

#### 71"
there are some rooms in a building . number0 of them are classrooms number1 of them are office and the remaining number2 are reading rooms . how many rooms are in the building ?,"[35,10,6]","[+,+,number0,number1,number2]",51,"[32,8,9,12,13,14,20,21,22,30,31]",there are some rooms in a building . number0 of them are classrooms number1 of them are office and the remaining number2 are reading rooms .,how many rooms are in the building ?,,[],2469,"To find the total number of rooms in the building, we need to add the number of classrooms, offices, and reading rooms together.

Number of classrooms: 35
Number of offices: 10
Number of reading rooms: 6

To find the total number of rooms, we add these three numbers together.

35 + 10 + 6 = 51

Therefore, there are 51 rooms in the building.
####51"
mr. peter harvested some pears . he picked number0 kg of the pears into a bag and number1 kg of the pears into another bag . if there were still number2 kg of pears left unpacked how many kilograms of pears did mr. peter harvest ?,"[43,35,15]","[+,+,number0,number1,number2]",93,"[1,2,7,8,9,42,43,44,16,17,18,29,30,31]",mr. peter harvested some pears . he picked number0 kg of the pears into a bag and number1 kg of the pears into another bag . if there were still number2 kg of pears left unpacked,how many kilograms of pears did mr. peter harvest ?,,[],2470,"To find out how many kilograms of pears Mr. Peter harvested, we need to add up the weight of the pears in both bags and the weight of the unpacked pears.

Weight of pears in the first bag: 43 kg
Weight of pears in the second bag: 35 kg
Weight of unpacked pears: 15 kg

To find the total weight of pears harvested, we add these three quantities together:

43 kg + 35 kg + 15 kg = 93 kg

Therefore, Mr. Peter harvested 93 kilograms of pears.

####93"
gary had some stickers . he gave number0 stickers to lucy and number1 stickers to alex . if he had number2 stickers left how many stickers did gary have at first ?,"[42,26,31]","[+,+,number0,number1,number2]",99,"[1,2,5,6,7,8,11,12,13,19,20,21,28,29,30]",gary had some stickers . he gave number0 stickers to lucy and number1 stickers to alex . if he had number2 stickers left,how many stickers did gary have at first ?,,[],2471,"Let's assume that Gary had x stickers at first.

Gary gave 42 stickers to Lucy and 26 stickers to Alex, so he gave a total of 42 + 26 = 68 stickers.

If he had 31 stickers left after giving away 68 stickers, then the equation to represent this situation is:

x - 68 = 31

To find the value of x, we need to isolate it on one side of the equation. We can do this by adding 68 to both sides of the equation:

x - 68 + 68 = 31 + 68

Simplifying the equation gives us:

x = 99

Therefore, Gary had 99 stickers at first.

#### 99"
a washing machine can wash number0 pounds of clothes per day . if there are number1 pounds of clothes to be washed per day how many washing machines are needed ?,"[28,200]","[/,number1,number0]",7.142857142857142,"[2,4,5,6,9,14,15,16,22,27,28,29]",a washing machine can wash number0 pounds of clothes per day . if there are number1 pounds of clothes to be washed per day,how many washing machines are needed ?,,[],2474,"To find out how many washing machines are needed, we need to divide the total pounds of clothes by the pounds of clothes each washing machine can wash in a day.

Total pounds of clothes = 200 pounds
Pounds of clothes each washing machine can wash per day = 28 pounds

To find the number of washing machines needed, we divide the total pounds of clothes by the pounds of clothes each washing machine can wash:

Number of washing machines needed = Total pounds of clothes / Pounds of clothes each washing machine can wash per day

Number of washing machines needed = 200 pounds / 28 pounds

Let's calculate the result:

200 / 28 = 7.142857142857143

Since we can't have a fraction of a washing machine, we need to round up to the nearest whole number. Therefore, we would need 8 washing machines to wash 200 pounds of clothes per day.

####8"
there are number0 pounds of sand to be filled into bags . if each bag has a capacity of number1 pounds how many bags are needed ?,"[757,65]","[/,number0,number1]",11.646153846153846,"[1,2,3,13,18,19,20,23,24,25]",there are number0 pounds of sand to be filled into bags . if each bag has a capacity of number1 pounds,how many bags are needed ?,,[],2475,"To find the number of bags needed, we can divide the total amount of sand by the capacity of each bag. 

The total amount of sand is 757 pounds, and each bag has a capacity of 65 pounds. 

To calculate the number of bags needed, we can divide the total amount of sand by the capacity of each bag:

$ \frac{757}{65} = 11.615384615384615 $

Since we cannot have a fraction of a bag, we need to round up to the nearest whole number. 

Therefore, we need 12 bags in total. 

#### 12"
