question,numbers,equation,digit_answer,group_nums,body,ques,type,variation type,id,result
"Keith loves trading cards . She bought number0 packs of Digimon cards for number1 each , and a deck of baseball cards for number2 . How much did Keith spend on cards ?","[4,4,45,6,06]","[+,*,number0,number1,number2]","23,86","[6,7,8,13,14,15,24,25,26,31,32,33]","Keith loves trading cards . She bought number0 packs of Digimon cards for number1 each , and a deck of baseball cards for number2 .",How much did Keith spend on cards ?,,[],358,"Certainly, let's solve this step by step:

1. Keith bought ""number0"" packs of Digimon cards for ""number1"" each.
   Total cost for Digimon cards = $number0 * number1$.

2. Keith also bought a deck of baseball cards for ""number2"".
   Total cost for the baseball cards = $number2$.

Now, we'll calculate the total amount spent by adding the costs of Digimon cards and the baseball cards:

Total cost = Total cost for Digimon cards + Total cost for baseball cards
Total cost = $number0 * number1 + number2$

Here's the answer:

####

Please replace ""number0,"" ""number1,"" and ""number2"" with the actual numerical values provided in your specific question to get the final answer."
"Will made number0 dollars mowing lawns over the summer . If he spent number1 dollars buying new mower blades , how many number2 dollar games could he buy with the money he had left ?","[104,41,9]","[/,-,number0,number1,number2]",7,"[1,2,3,12,13,14,21,22,23,31,32,33]","Will made number0 dollars mowing lawns over the summer . If he spent number1 dollars buying new mower blades ,",how many number2 dollar games could he buy with the money he had left ?,,[],361,"To find out how many 9-dollar games Will can buy with the money he had left after mowing lawns and buying new mower blades, we can follow these steps:

Step 1: Calculate how much money Will has left after buying the mower blades.
We can do this by subtracting the cost of the mower blades from the total money he made:
$104 - $41 = $63

Step 2: Determine how many 9-dollar games he can buy with the money left.
To do this, we can divide the money Will has left by the cost of one game:
$63 ÷ $9 = 7

So, Will can buy 7 nine-dollar games with the money he had left.

####7"
"At Billy 's Restaurant a group with number0 adults and number1 children came in to eat . If each meal cost number2 dollars , how much was the bill ?","[2,5,3]","[*,number2,+,number0,number1]",21,"[6,7,8,9,10,11,20,21,22,26,27,28]","At Billy 's Restaurant a group with number0 adults and number1 children came in to eat . If each meal cost number2 dollars ,",how much was the bill ?,,[],362,"To find the total bill for the group at Billy's Restaurant, we need to calculate the total cost of the meals for 2 adults and 5 children, where each meal costs 3 dollars.

First, find the total number of meals:
Number of adult meals = 2
Number of children meals = 5

Total number of meals = 2 (adults) + 5 (children) = 7 meals

Next, calculate the total cost of the meals:
Cost per meal = $3

Total cost of 7 meals = 7 (meals) * $3 (cost per meal) = $21

#### 
21
####"
"Kaleb had number0 video games but number1 of them were n't working . If he wanted to sell the working games for number2 each , how much money could he earn ?","[10,8,6]","[*,number2,-,number0,number1]",12,"[1,2,3,5,6,7,22,23,24,29,30,31]","Kaleb had number0 video games but number1 of them were n't working . If he wanted to sell the working games for number2 each ,",how much money could he earn ?,,[],374,"First, we find the number of working video games by subtracting the non-working ones from the total:

$10 - 8 = 2$

So, Kaleb has 2 working video games. 

Then, we find the total amount of money he could earn by multiplying the price per game by the number of working games:

$2 \times 6 = 12$

Therefore, Kaleb could earn $12 by selling the working video games.

####

12"
"There school 's baseball team had number0 new players and number1 returning players . If the coach put them into groups with number2 players in each group , how many groups would there be ?","[12,44,8]","[/,+,number0,number1,number2]",7,"[5,6,7,9,10,11,21,22,23,31,32,33]","There school 's baseball team had number0 new players and number1 returning players . If the coach put them into groups with number2 players in each group ,",how many groups would there be ?,,[],375,"Alright, let's break this down step by step:

1. First, we need to find the total number of players. This is the sum of the new players and the returning players:
   $12 + 44 = 56$

2. Next, we need to divide the total number of players by the number of players in each group to find out how many groups there will be:
   $\frac{56}{8} = 7$

So, there will be 7 groups.

#### 7"
"During a school play , Jonah staffed the snack bar . He served number0 pitcher of lemonade during the first intermission , number1 pitcher during the second , and number2 pitcher during the third . How many pitchers of lemonade did Jonah pour in all ?","[0.25,0.4166666666666667,0.25]","[+,+,number0,number0,number1]",0.9166666666666666,"[12,13,14,21,22,23,28,29,30,42,43,44]","During a school play , Jonah staffed the snack bar . He served number0 pitcher of lemonade during the first intermission , number1 pitcher during the second , and number2 pitcher during the third .",How many pitchers of lemonade did Jonah pour in all ?,,[],381,"To find out how many pitchers of lemonade Jonah poured in total, we need to add up the amount he served during each of the three intermissions. 

First, let's express the amounts served during each intermission as fractions to make it easier to add them up.

1. First intermission: Jonah served 0.25 pitcher.
2. Second intermission: Jonah served 0.4166666666666667 pitcher.

Now, let's simplify the fraction in the second intermission.

2. Second intermission (simplified): Jonah served 5/12 pitcher.
3. Third intermission: Jonah served 0.25 pitcher.

Now, we can add these fractions to find the total amount of lemonade Jonah served:

0.25 (first intermission) + 5/12 (second intermission) + 0.25 (third intermission) = 0.25 + 5/12 + 0.25

To add these fractions, we need a common denominator, which in this case is 12:

0.25 = 3/12 (since 0.25 is equivalent to 3/12)

Now we can add the fractions:

3/12 + 5/12 + 3/12 = 11/12

So, Jonah served a total of 11/12 pitchers of lemonade during the three intermissions.

Now, let's convert this fraction to a decimal:

11/12 ≈ 0.9166666666666667 (rounded to 16 decimal places)

So, Jonah poured approximately 0.9167 pitchers of lemonade in total.

####0.9167"
"Kaleb had saved up number0 dollars . If he received another number1 dollars for his allowance , how many number2 dollar toys could he buy ?","[21,15,6]","[/,+,number0,number1,number2]",6,"[3,4,5,10,11,12,18,19,20,22,23,24]","Kaleb had saved up number0 dollars . If he received another number1 dollars for his allowance ,",how many number2 dollar toys could he buy ?,,[],383,"To determine how many 6-dollar toys Kaleb can buy with his savings and allowance, we can follow these steps:

1. Find the total amount of money Kaleb has: 
   - He already has 21 dollars.
   - He received an additional 15 dollars for his allowance.
   - So, his total money is $21 + $15.

2. Calculate the total amount of money Kaleb has:
   - $21 + $15 = $36.

3. Now, determine how many 6-dollar toys he can buy:
   - Divide the total money by the cost of one 6-dollar toy: $36 ÷ $6.

4. Perform the division:
   - $36 ÷ $6 = 6.

So, Kaleb can buy 6 six-dollar toys with his savings and allowance.
####
6"
Mary is baking a cake . The recipe wants number0 cups of flour . She already put in number1 cups . How many cups does she need to add ?,"[8,2]","[-,number0,number1]",6,"[8,9,10,17,18,19,26,27,28]",Mary is baking a cake . The recipe wants number0 cups of flour . She already put in number1 cups .,How many cups does she need to add ?,,[],384,"Mary needs to add the remaining cups of flour to meet the recipe's requirement. To find out how many cups she needs to add, we can simply subtract the cups she has already put in from the total required.

So, to calculate how many cups Mary needs to add:

Total cups of flour required - Cups of flour already put in = Cups Mary needs to add
8 cups - 2 cups = 6 cups

Therefore, Mary needs to add 6 cups of flour to meet the recipe's requirement.

#### 6"
There are number0 erasers and number1 scissors in the drawer . Jason placed number2 erasers in the drawer . How many erasers are now there in total ?,"[139,118,131]","[+,number0,number2]",270,"[1,2,3,4,5,6,12,13,14,24,25,26]",There are number0 erasers and number1 scissors in the drawer . Jason placed number2 erasers in the drawer .,How many erasers are now there in total ?,,[],385,"Jason placed 131 erasers in the drawer, so we can add this to the initial number of erasers:

$139 + 131 = 270$

Next, we add the number of scissors:

$270 + 118 = 388$

So, there are now a total of 388 erasers and scissors in the drawer.

#### 388"
One pencil weighs number0 grams . How much do number1 pencils weigh ?,"[28,3,5]","[*,number0,number1]","141,5","[2,3,4,8,9,10,9,10,11]",One pencil weighs number0 grams .,How much do number1 pencils weigh ?,,[],386,"To find out how much three pencils weigh, we can simply multiply the weight of one pencil by 3 since they all have the same weight.

$28 \times 3 = 84$

So, 3 pencils weigh 84 grams.

#### 84"
"Ashley sold number0 boxes of Samoas . How many cases of number1 boxes , plus extra boxes does Ashley need ?","[12,12]","[/,number0,number0]",1,"[1,2,3,10,11,12,17,18,19]",Ashley sold number0 boxes of Samoas .,"How many cases of number1 boxes , plus extra boxes does Ashley need ?",,[],389,"To find out how many cases of 12 boxes plus extra boxes Ashley needs, we can use division and remainder division.

1. First, we need to determine how many cases of 12 boxes Ashley has sold. To do this, we divide the total number of boxes sold (12) by the number of boxes in a case (12):
   $12 \div 12 = 1$

2. Now we need to find out how many extra boxes Ashley has. To do this, we calculate the remainder when 12 boxes are divided by 12:
   $12 \mod 12 = 0$

So, Ashley sold 1 case of 12 boxes, and she doesn't have any extra boxes.

####1####"
Lisa flew number0 miles at number1 miles per hour . How long did Lisa fly ?,"[256,32]","[/,number0,number1]",8,"[1,2,3,4,5,6,12,13,14]",Lisa flew number0 miles at number1 miles per hour .,How long did Lisa fly ?,,[],393,"To find out how long Lisa flew, we can use the formula:

\[
\text{Time} = \frac{\text{Distance}}{\text{Speed}}
\]

Where:
- Distance is 256 miles
- Speed is 32 miles per hour

So, plug these values into the formula:

\[
\text{Time} = \frac{256}{32}
\]

Now, let's calculate this:

\[
\text{Time} = \frac{256}{32} = 8
\]

Lisa flew for 8 hours.

####8####"
"Jerry was helping the cafeteria workers pick up lunch trays , but he could only carry number0 trays at a time . If he had to pick up number1 trays from one table and number2 trays from another , how many trips will he make ?","[8,9,7]","[/,+,number1,number2,number0]",2,"[15,16,17,27,28,29,33,34,35,42,43,44]","Jerry was helping the cafeteria workers pick up lunch trays , but he could only carry number0 trays at a time . If he had to pick up number1 trays from one table and number2 trays from another ,",how many trips will he make ?,,[],395,"Jerry can carry 8 trays at a time, and he needs to pick up 9 trays from one table and 7 trays from another. To find out how many trips he will make, we can calculate the total number of trays he needs to pick up and then divide it by the number of trays he can carry per trip.

Total trays to pick up = 9 trays + 7 trays
Total trays to pick up = $9 + 7 = 16$ trays

Now, let's calculate how many trips Jerry will make:

Trips = Total trays to pick up / Trays per trip
Trips = $16 / 8 = 2$ trips

Jerry will make 2 trips to pick up all the trays.

####2####"
